"행정구역","2015년_거주자_총인구수","2015년_거주자_연령구간인구수","2015년_거주자_0~9세","2015년_거주자_10~19세","2015년_거주자_20~29세","2015년_거주자_30~39세","2015년_거주자_40~49세","2015년_거주자_50~59세","2015년_거주자_60~69세","2015년_거주자_70~79세","2015년_거주자_80~89세","2015년_거주자_90~99세","2015년_거주자_100세 이상","2015년_남_거주자_총인구수","2015년_남_거주자_연령구간인구수","2015년_남_거주자_0~9세","2015년_남_거주자_10~19세","2015년_남_거주자_20~29세","2015년_남_거주자_30~39세","2015년_남_거주자_40~49세","2015년_남_거주자_50~59세","2015년_남_거주자_60~69세","2015년_남_거주자_70~79세","2015년_남_거주자_80~89세","2015년_남_거주자_90~99세","2015년_남_거주자_100세 이상","2015년_여_거주자_총인구수","2015년_여_거주자_연령구간인구수","2015년_여_거주자_0~9세","2015년_여_거주자_10~19세","2015년_여_거주자_20~29세","2015년_여_거주자_30~39세","2015년_여_거주자_40~49세","2015년_여_거주자_50~59세","2015년_여_거주자_60~69세","2015년_여_거주자_70~79세","2015년_여_거주자_80~89세","2015년_여_거주자_90~99세","2015년_여_거주자_100세 이상","2016년_거주자_총인구수","2016년_거주자_연령구간인구수","2016년_거주자_0~9세","2016년_거주자_10~19세","2016년_거주자_20~29세","2016년_거주자_30~39세","2016년_거주자_40~49세","2016년_거주자_50~59세","2016년_거주자_60~69세","2016년_거주자_70~79세","2016년_거주자_80~89세","2016년_거주자_90~99세","2016년_거주자_100세 이상","2016년_남_거주자_총인구수","2016년_남_거주자_연령구간인구수","2016년_남_거주자_0~9세","2016년_남_거주자_10~19세","2016년_남_거주자_20~29세","2016년_남_거주자_30~39세","2016년_남_거주자_40~49세","2016년_남_거주자_50~59세","2016년_남_거주자_60~69세","2016년_남_거주자_70~79세","2016년_남_거주자_80~89세","2016년_남_거주자_90~99세","2016년_남_거주자_100세 이상","2016년_여_거주자_총인구수","2016년_여_거주자_연령구간인구수","2016년_여_거주자_0~9세","2016년_여_거주자_10~19세","2016년_여_거주자_20~29세","2016년_여_거주자_30~39세","2016년_여_거주자_40~49세","2016년_여_거주자_50~59세","2016년_여_거주자_60~69세","2016년_여_거주자_70~79세","2016년_여_거주자_80~89세","2016년_여_거주자_90~99세","2016년_여_거주자_100세 이상","2017년_거주자_총인구수","2017년_거주자_연령구간인구수","2017년_거주자_0~9세","2017년_거주자_10~19세","2017년_거주자_20~29세","2017년_거주자_30~39세","2017년_거주자_40~49세","2017년_거주자_50~59세","2017년_거주자_60~69세","2017년_거주자_70~79세","2017년_거주자_80~89세","2017년_거주자_90~99세","2017년_거주자_100세 이상","2017년_남_거주자_총인구수","2017년_남_거주자_연령구간인구수","2017년_남_거주자_0~9세","2017년_남_거주자_10~19세","2017년_남_거주자_20~29세","2017년_남_거주자_30~39세","2017년_남_거주자_40~49세","2017년_남_거주자_50~59세","2017년_남_거주자_60~69세","2017년_남_거주자_70~79세","2017년_남_거주자_80~89세","2017년_남_거주자_90~99세","2017년_남_거주자_100세 이상","2017년_여_거주자_총인구수","2017년_여_거주자_연령구간인구수","2017년_여_거주자_0~9세","2017년_여_거주자_10~19세","2017년_여_거주자_20~29세","2017년_여_거주자_30~39세","2017년_여_거주자_40~49세","2017년_여_거주자_50~59세","2017년_여_거주자_60~69세","2017년_여_거주자_70~79세","2017년_여_거주자_80~89세","2017년_여_거주자_90~99세","2017년_여_거주자_100세 이상","2018년_거주자_총인구수","2018년_거주자_연령구간인구수","2018년_거주자_0~9세","2018년_거주자_10~19세","2018년_거주자_20~29세","2018년_거주자_30~39세","2018년_거주자_40~49세","2018년_거주자_50~59세","2018년_거주자_60~69세","2018년_거주자_70~79세","2018년_거주자_80~89세","2018년_거주자_90~99세","2018년_거주자_100세 이상","2018년_남_거주자_총인구수","2018년_남_거주자_연령구간인구수","2018년_남_거주자_0~9세","2018년_남_거주자_10~19세","2018년_남_거주자_20~29세","2018년_남_거주자_30~39세","2018년_남_거주자_40~49세","2018년_남_거주자_50~59세","2018년_남_거주자_60~69세","2018년_남_거주자_70~79세","2018년_남_거주자_80~89세","2018년_남_거주자_90~99세","2018년_남_거주자_100세 이상","2018년_여_거주자_총인구수","2018년_여_거주자_연령구간인구수","2018년_여_거주자_0~9세","2018년_여_거주자_10~19세","2018년_여_거주자_20~29세","2018년_여_거주자_30~39세","2018년_여_거주자_40~49세","2018년_여_거주자_50~59세","2018년_여_거주자_60~69세","2018년_여_거주자_70~79세","2018년_여_거주자_80~89세","2018년_여_거주자_90~99세","2018년_여_거주자_100세 이상","2019년_거주자_총인구수","2019년_거주자_연령구간인구수","2019년_거주자_0~9세","2019년_거주자_10~19세","2019년_거주자_20~29세","2019년_거주자_30~39세","2019년_거주자_40~49세","2019년_거주자_50~59세","2019년_거주자_60~69세","2019년_거주자_70~79세","2019년_거주자_80~89세","2019년_거주자_90~99세","2019년_거주자_100세 이상","2019년_남_거주자_총인구수","2019년_남_거주자_연령구간인구수","2019년_남_거주자_0~9세","2019년_남_거주자_10~19세","2019년_남_거주자_20~29세","2019년_남_거주자_30~39세","2019년_남_거주자_40~49세","2019년_남_거주자_50~59세","2019년_남_거주자_60~69세","2019년_남_거주자_70~79세","2019년_남_거주자_80~89세","2019년_남_거주자_90~99세","2019년_남_거주자_100세 이상","2019년_여_거주자_총인구수","2019년_여_거주자_연령구간인구수","2019년_여_거주자_0~9세","2019년_여_거주자_10~19세","2019년_여_거주자_20~29세","2019년_여_거주자_30~39세","2019년_여_거주자_40~49세","2019년_여_거주자_50~59세","2019년_여_거주자_60~69세","2019년_여_거주자_70~79세","2019년_여_거주자_80~89세","2019년_여_거주자_90~99세","2019년_여_거주자_100세 이상","2020년_거주자_총인구수","2020년_거주자_연령구간인구수","2020년_거주자_0~9세","2020년_거주자_10~19세","2020년_거주자_20~29세","2020년_거주자_30~39세","2020년_거주자_40~49세","2020년_거주자_50~59세","2020년_거주자_60~69세","2020년_거주자_70~79세","2020년_거주자_80~89세","2020년_거주자_90~99세","2020년_거주자_100세 이상","2020년_남_거주자_총인구수","2020년_남_거주자_연령구간인구수","2020년_남_거주자_0~9세","2020년_남_거주자_10~19세","2020년_남_거주자_20~29세","2020년_남_거주자_30~39세","2020년_남_거주자_40~49세","2020년_남_거주자_50~59세","2020년_남_거주자_60~69세","2020년_남_거주자_70~79세","2020년_남_거주자_80~89세","2020년_남_거주자_90~99세","2020년_남_거주자_100세 이상","2020년_여_거주자_총인구수","2020년_여_거주자_연령구간인구수","2020년_여_거주자_0~9세","2020년_여_거주자_10~19세","2020년_여_거주자_20~29세","2020년_여_거주자_30~39세","2020년_여_거주자_40~49세","2020년_여_거주자_50~59세","2020년_여_거주자_60~69세","2020년_여_거주자_70~79세","2020년_여_거주자_80~89세","2020년_여_거주자_90~99세","2020년_여_거주자_100세 이상"
"경기도 부천시 원종2동(4119085000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24,410","24,410","1,835","2,932","3,821","3,238","4,555","4,477","1,890","1,116","484","59","3","12,205","12,205","937","1,518","1,985","1,712","2,249","2,300","939","421","137","7","0","12,205","12,205","898","1,414","1,836","1,526","2,306","2,177","951","695","347","52","3","23,920","23,920","1,702","2,679","3,820","3,082","4,297","4,544","2,052","1,169","514","59","2","11,926","11,926","873","1,385","1,977","1,605","2,154","2,300","1,038","448","136","10","0","11,994","11,994","829","1,294","1,843","1,477","2,143","2,244","1,014","721","378","49","2","23,210","23,210","1,536","2,437","3,720","2,969","3,953","4,583","2,191","1,214","539","67","1","11,609","11,609","794","1,279","1,890","1,566","2,019","2,311","1,122","467","148","13","0","11,601","11,601","742","1,158","1,830","1,403","1,934","2,272","1,069","747","391","54","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 신흥동(4119086000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19,339","19,339","1,254","1,791","2,996","2,768","3,381","3,990","1,961","845","315","37","1","10,363","10,363","683","968","1,614","1,548","1,897","2,176","1,015","356","101","5","0","8,976","8,976","571","823","1,382","1,220","1,484","1,814","946","489","214","32","1","19,198","19,198","1,197","1,671","3,014","2,638","3,252","4,000","2,114","926","338","46","2","10,313","10,313","658","911","1,655","1,484","1,809","2,168","1,124","389","107","8","0","8,885","8,885","539","760","1,359","1,154","1,443","1,832","990","537","231","38","2","18,928","18,928","1,151","1,554","2,897","2,617","3,074","4,037","2,239","961","347","49","2","10,131","10,131","622","824","1,614","1,477","1,710","2,160","1,183","424","107","10","0","8,797","8,797","529","730","1,283","1,140","1,364","1,877","1,056","537","240","39","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 (4119500000)","438,953","438,953","38,609","48,428","67,212","71,800","75,772","77,018","35,822","16,577","6,761","930","24","217,890","217,890","19,713","25,051","34,192","36,226","37,144","38,040","18,305","7,024","1,979","214","2","221,063","221,063","18,896","23,377","33,020","35,574","38,628","38,978","17,517","9,553","4,782","716","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 심곡1동(4119551000)","13,523","13,523","763","1,125","2,143","2,419","2,248","2,446","1,434","667","243","34","1","6,940","6,940","390","594","1,103","1,378","1,161","1,227","703","302","74","8","0","6,583","6,583","373","531","1,040","1,041","1,087","1,219","731","365","169","26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 심곡2동(4119552000)","18,339","18,339","998","1,132","3,414","3,861","2,985","2,949","1,778","897","287","36","2","9,495","9,495","512","571","1,685","2,160","1,678","1,485","867","429","96","12","0","8,844","8,844","486","561","1,729","1,701","1,307","1,464","911","468","191","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 심곡3동(4119553000)","13,811","13,811","897","1,368","2,254","2,066","2,392","2,692","1,302","593","228","18","1","7,051","7,051","472","749","1,177","1,139","1,181","1,384","639","244","63","3","0","6,760","6,760","425","619","1,077","927","1,211","1,308","663","349","165","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 원미1동(4119554000)","17,923","17,923","1,302","1,943","2,707","2,558","3,132","3,389","1,761","809","280","42","0","9,175","9,175","669","1,043","1,427","1,377","1,615","1,701","886","358","87","12","0","8,748","8,748","633","900","1,280","1,181","1,517","1,688","875","451","193","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 원미2동(4119555000)","13,683","13,683","897","1,257","2,013","1,925","2,271","2,700","1,595","723","277","24","1","6,891","6,891","466","625","1,080","1,031","1,154","1,319","805","327","77","7","0","6,792","6,792","431","632","933","894","1,117","1,381","790","396","200","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 소사동(4119556000)","9,563","9,563","566","582","1,325","1,558","1,396","1,782","1,346","705","245","55","3","4,669","4,669","312","290","683","836","706","812","638","316","62","14","0","4,894","4,894","254","292","642","722","690","970","708","389","183","41","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 역곡1동(4119557000)","19,817","19,817","1,996","1,860","2,618","3,592","3,140","3,192","2,010","976","390","41","2","9,793","9,793","984","954","1,321","1,825","1,635","1,515","995","422","128","14","0","10,024","10,024","1,012","906","1,297","1,767","1,505","1,677","1,015","554","262","27","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 역곡2동(4119558000)","20,702","20,702","1,972","1,817","3,164","3,850","3,275","3,337","1,913","933","386","54","1","10,269","10,269","996","942","1,644","1,968","1,691","1,554","926","388","151","9","0","10,433","10,433","976","875","1,520","1,882","1,584","1,783","987","545","235","45","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 춘의동(4119559000)","14,391","14,391","1,024","1,288","2,112","2,435","2,217","2,757","1,486","738","298","34","2","7,288","7,288","537","664","1,092","1,355","1,145","1,426","700","298","66","5","0","7,103","7,103","487","624","1,020","1,080","1,072","1,331","786","440","232","29","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 도당동(4119560000)","24,788","24,788","1,850","2,972","3,837","3,381","4,767","4,593","1,981","1,043","331","32","1","12,695","12,695","955","1,555","2,017","1,806","2,419","2,404","1,017","418","95","9","0","12,093","12,093","895","1,417","1,820","1,575","2,348","2,189","964","625","236","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 약대동(4119561000)","18,364","18,364","1,788","1,906","2,952","3,182","3,050","3,326","1,387","511","234","27","1","9,252","9,252","901","995","1,543","1,609","1,495","1,672","751","211","67","8","0","9,112","9,112","887","911","1,409","1,573","1,555","1,654","636","300","167","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 중동(4119562000)","26,008","26,008","2,391","2,899","4,064","3,786","4,581","4,715","2,153","982","392","44","1","12,815","12,815","1,181","1,526","2,083","1,876","2,259","2,247","1,117","399","119","8","0","13,193","13,193","1,210","1,373","1,981","1,910","2,322","2,468","1,036","583","273","36","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 중1동(4119563000)","34,764","34,764","3,128","3,963","5,712","6,015","6,204","6,045","2,222","974","429","70","2","16,937","16,937","1,595","2,046","2,815","2,872","2,934","2,920","1,218","406","113","18","0","17,827","17,827","1,533","1,917","2,897","3,143","3,270","3,125","1,004","568","316","52","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 중2동(4119564000)","33,559","33,559","2,892","3,939","5,539","5,085","5,402","6,312","2,727","1,055","525","81","2","16,426","16,426","1,532","1,971","2,842","2,436","2,525","2,995","1,484","471","151","18","1","17,133","17,133","1,360","1,968","2,697","2,649","2,877","3,317","1,243","584","374","63","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 중3동(4119565000)","26,110","26,110","2,412","2,861","4,015","4,504","4,174","4,560","1,997","1,006","504","76","1","12,587","12,587","1,200","1,463","1,986","2,217","1,939","2,216","1,009","417","123","17","0","13,523","13,523","1,212","1,398","2,029","2,287","2,235","2,344","988","589","381","59","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 원미구 중4동(4119566000)","20,943","20,943","1,977","2,281","3,076","4,006","3,426","3,487","1,550","735","351","54","0","10,058","10,058","1,012","1,160","1,487","2,013","1,559","1,683","738","295","101","10","0","10,885","10,885","965","1,121","1,589","1,993","1,867","1,804","812","440","250","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
